"Rentrée";"Personnel";"Sexe";"Catégorie";"Grandes.disciplines";"classe_age3";"Effectif"
2016;"non permanents";"Féminin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";152
2016;"non permanents";"Féminin";"PR ASS-INV";"Non spécifiée";"Non précisé";35
2016;"non permanents";"Féminin";"PR ASS-INV";"Pharmacie";"Non précisé";20
2016;"non permanents";"Féminin";"PR ASS-INV";"Sciences";"Non précisé";54
2016;"non permanents";"Masculin";"ATER";"Droit, économie et gestion";"Non précisé";661
2016;"non permanents";"Masculin";"ATER";"Lettres et sciences humaines";"Non précisé";627
2016;"non permanents";"Masculin";"ATER";"Non spécifiée";"Non précisé";40
2016;"non permanents";"Masculin";"ATER";"Pharmacie";"Non précisé";33
2016;"non permanents";"Masculin";"ATER";"Sciences";"Non précisé";897
2016;"non permanents";"Masculin";"CONT 2D";"Droit, économie et gestion";"Non précisé";67
2016;"non permanents";"Masculin";"CONT 2D";"Lettres et sciences humaines";"Non précisé";230
2016;"non permanents";"Masculin";"CONT 2D";"Non spécifiée";"Non précisé";16
2016;"non permanents";"Masculin";"CONT 2D";"Pharmacie";"Non précisé";1
2016;"non permanents";"Masculin";"CONT 2D";"Sciences";"Non précisé";100
2016;"non permanents";"Masculin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";436
2016;"non permanents";"Masculin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";607
2016;"non permanents";"Masculin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";749
2016;"non permanents";"Masculin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";44
2016;"non permanents";"Masculin";"DOCT AVEC ENS";"Sciences";"Non précisé";2439
2016;"non permanents";"Masculin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";293
2016;"non permanents";"Masculin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";531
2016;"non permanents";"Masculin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";1166
2016;"non permanents";"Masculin";"DOCT SANS ENS";"Pharmacie";"Non précisé";86
2016;"non permanents";"Masculin";"DOCT SANS ENS";"Sciences";"Non précisé";2540
2016;"non permanents";"Masculin";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";257
2016;"non permanents";"Masculin";"LECTEUR ET REP";"Non spécifiée";"Non précisé";3
2016;"non permanents";"Masculin";"LRU";"Droit, économie et gestion";"Non précisé";166
2016;"non permanents";"Masculin";"LRU";"Lettres et sciences humaines";"Non précisé";192
2016;"non permanents";"Masculin";"LRU";"Non spécifiée";"Non précisé";87
2016;"non permanents";"Masculin";"LRU";"Pharmacie";"Non précisé";3
2016;"non permanents";"Masculin";"LRU";"Sciences";"Non précisé";152
2016;"non permanents";"Masculin";"MAITRE LANGUE";"Droit, économie et gestion";"Non précisé";1
2016;"non permanents";"Masculin";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";47
2016;"non permanents";"Masculin";"MAITRE LANGUE";"Non spécifiée";"Non précisé";1
2016;"non permanents";"Masculin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";595
2016;"non permanents";"Masculin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";420
2016;"non permanents";"Masculin";"MCF ASS-INV";"Non spécifiée";"Non précisé";77
2016;"non permanents";"Masculin";"MCF ASS-INV";"Pharmacie";"Non précisé";30
2016;"non permanents";"Masculin";"MCF ASS-INV";"Sciences";"Non précisé";430
2016;"non permanents";"Masculin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";619
2016;"non permanents";"Masculin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";322
2016;"non permanents";"Masculin";"PR ASS-INV";"Non spécifiée";"Non précisé";95
2016;"non permanents";"Masculin";"PR ASS-INV";"Pharmacie";"Non précisé";22
2016;"non permanents";"Masculin";"PR ASS-INV";"Sciences";"Non précisé";426
2016;"non permanents";"Non renseigné";"CONT 2D";"Droit, économie et gestion";"Non précisé";15
2016;"non permanents";"Non renseigné";"CONT 2D";"Lettres et sciences humaines";"Non précisé";19
2016;"non permanents";"Non renseigné";"CONT 2D";"Non spécifiée";"Non précisé";2
2016;"non permanents";"Non renseigné";"CONT 2D";"Pharmacie";"Non précisé";1
2016;"non permanents";"Non renseigné";"CONT 2D";"Sciences";"Non précisé";8
2016;"non permanents";"Non renseigné";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";12
2016;"non permanents";"Non renseigné";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";17
2016;"non permanents";"Non renseigné";"LRU";"Droit, économie et gestion";"Non précisé";15
2016;"non permanents";"Non renseigné";"LRU";"Lettres et sciences humaines";"Non précisé";13
2016;"non permanents";"Non renseigné";"LRU";"Non spécifiée";"Non précisé";1
2016;"non permanents";"Non renseigné";"LRU";"Pharmacie";"Non précisé";2
2016;"non permanents";"Non renseigné";"LRU";"Sciences";"Non précisé";5
2016;"non permanents";"Non renseigné";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";1
2016;"non permanents";"Non renseigné";"MCF ASS-INV";"Sciences";"Non précisé";2
2016;"non permanents";"Non renseigné";"PR ASS-INV";"Non spécifiée";"Non précisé";3
2016;"non permanents";"Non renseigné";"PR ASS-INV";"Sciences";"Non précisé";3
2016;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"35 ans et moins";61
2016;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";596
2016;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"56 ans et plus";161
2016;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";434
2016;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";2676
2016;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";979
2016;"titulaires";"Féminin";"AM2D";"Sciences";"35 ans et moins";151
2016;"titulaires";"Féminin";"AM2D";"Sciences";"36 à 55 ans";756
2016;"titulaires";"Féminin";"AM2D";"Sciences";"56 ans et plus";189
2016;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"35 ans et moins";514
2016;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1870
2016;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"56 ans et plus";291
2016;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"35 ans et moins";720
2016;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";4397
2016;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"56 ans et plus";984
2016;"titulaires";"Féminin";"MCF";"Médecine";"35 ans et moins";34
2016;"titulaires";"Féminin";"MCF";"Médecine";"36 à 55 ans";554
2016;"titulaires";"Féminin";"MCF";"Médecine";"56 ans et plus";139
2016;"titulaires";"Féminin";"MCF";"Odontologie";"35 ans et moins";18
2016;"titulaires";"Féminin";"MCF";"Odontologie";"36 à 55 ans";97
2016;"titulaires";"Féminin";"MCF";"Odontologie";"56 ans et plus";27
2016;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"35 ans et moins";21
2016;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"36 à 55 ans";169
2016;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"56 ans et plus";20
2016;"titulaires";"Féminin";"MCF";"Pharmacie";"35 ans et moins";107
2016;"titulaires";"Féminin";"MCF";"Pharmacie";"36 à 55 ans";485
2016;"titulaires";"Féminin";"MCF";"Pharmacie";"56 ans et plus";105
2016;"titulaires";"Féminin";"MCF";"Sciences";"35 ans et moins";746
2016;"titulaires";"Féminin";"MCF";"Sciences";"36 à 55 ans";4413
2016;"titulaires";"Féminin";"MCF";"Sciences";"56 ans et plus";457
2016;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"35 ans et moins";32
2016;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"36 à 55 ans";549
2016;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"56 ans et plus";126
2016;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"35 ans et moins";3
2016;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"36 à 55 ans";944
2016;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"56 ans et plus";784
2016;"titulaires";"Féminin";"PR";"Médecine";"36 à 55 ans";501
2016;"titulaires";"Féminin";"PR";"Médecine";"56 ans et plus";272
2016;"titulaires";"Féminin";"PR";"Odontologie";"36 à 55 ans";24
2016;"titulaires";"Féminin";"PR";"Odontologie";"56 ans et plus";28
2016;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"36 à 55 ans";77
2016;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"56 ans et plus";65
2016;"titulaires";"Féminin";"PR";"Pharmacie";"36 à 55 ans";153
2016;"titulaires";"Féminin";"PR";"Pharmacie";"56 ans et plus";70
2016;"titulaires";"Féminin";"PR";"Sciences";"35 ans et moins";3
2016;"titulaires";"Féminin";"PR";"Sciences";"36 à 55 ans";1088
2016;"titulaires";"Féminin";"PR";"Sciences";"56 ans et plus";354
2016;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"35 ans et moins";53
2016;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";549
2016;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"56 ans et plus";319
2016;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";223
2016;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";1747
2016;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";873
2016;"titulaires";"Masculin";"AM2D";"Sciences";"35 ans et moins";253
2016;"titulaires";"Masculin";"AM2D";"Sciences";"36 à 55 ans";2158
2016;"titulaires";"Masculin";"AM2D";"Sciences";"56 ans et plus";807
2016;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"35 ans et moins";419
2016;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1758
2016;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"56 ans et plus";509
2016;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"35 ans et moins";442
2016;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";3082
2016;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"56 ans et plus";997
2016;"titulaires";"Masculin";"MCF";"Médecine";"35 ans et moins";68
2016;"titulaires";"Masculin";"MCF";"Médecine";"36 à 55 ans";508
2016;"titulaires";"Masculin";"MCF";"Médecine";"56 ans et plus";168
2016;"titulaires";"Masculin";"MCF";"Odontologie";"35 ans et moins";8
2016;"titulaires";"Masculin";"MCF";"Odontologie";"36 à 55 ans";122
2016;"titulaires";"Masculin";"MCF";"Odontologie";"56 ans et plus";108
2016;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"35 ans et moins";43
2016;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"36 à 55 ans";212
2016;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"56 ans et plus";41
2016;"titulaires";"Masculin";"MCF";"Pharmacie";"35 ans et moins";55
2016;"titulaires";"Masculin";"MCF";"Pharmacie";"36 à 55 ans";355
2016;"titulaires";"Masculin";"MCF";"Pharmacie";"56 ans et plus";74
2016;"titulaires";"Masculin";"MCF";"Sciences";"35 ans et moins";1941
2016;"titulaires";"Masculin";"MCF";"Sciences";"36 à 55 ans";8055
2016;"titulaires";"Masculin";"MCF";"Sciences";"56 ans et plus";1227
2016;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"35 ans et moins";48
2016;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"36 à 55 ans";1087
2016;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"56 ans et plus";493
2016;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"35 ans et moins";1
2016;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"36 à 55 ans";1289
2016;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"56 ans et plus";1382
2016;"titulaires";"Masculin";"PR";"Médecine";"35 ans et moins";1
2016;"titulaires";"Masculin";"PR";"Médecine";"36 à 55 ans";1720
2016;"titulaires";"Masculin";"PR";"Médecine";"56 ans et plus";1737
2016;"titulaires";"Masculin";"PR";"Odontologie";"35 ans et moins";1
2016;"titulaires";"Masculin";"PR";"Odontologie";"36 à 55 ans";28
2016;"titulaires";"Masculin";"PR";"Odontologie";"56 ans et plus";47
2016;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"36 à 55 ans";173
2016;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"56 ans et plus";252
2016;"titulaires";"Masculin";"PR";"Pharmacie";"36 à 55 ans";189
2016;"titulaires";"Masculin";"PR";"Pharmacie";"56 ans et plus";166
2016;"titulaires";"Masculin";"PR";"Sciences";"35 ans et moins";28
2016;"titulaires";"Masculin";"PR";"Sciences";"36 à 55 ans";4479
2016;"titulaires";"Masculin";"PR";"Sciences";"56 ans et plus";2104
2017;"non permanents";"Féminin";"ATER";"Droit, économie et gestion";"Non précisé";605
2017;"non permanents";"Féminin";"ATER";"Lettres et sciences humaines";"Non précisé";1012
2017;"non permanents";"Féminin";"ATER";"Non spécifiée";"Non précisé";70
2017;"non permanents";"Féminin";"ATER";"Pharmacie";"Non précisé";32
2017;"non permanents";"Féminin";"ATER";"Sciences";"Non précisé";528
2017;"non permanents";"Féminin";"CONT 2D";"Droit, économie et gestion";"Non précisé";69
2017;"non permanents";"Féminin";"CONT 2D";"Lettres et sciences humaines";"Non précisé";373
2017;"non permanents";"Féminin";"CONT 2D";"Non spécifiée";"Non précisé";36
2017;"non permanents";"Féminin";"CONT 2D";"Sciences";"Non précisé";31
2017;"non permanents";"Féminin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";436
2017;"non permanents";"Féminin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";897
2017;"non permanents";"Féminin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";414
2017;"non permanents";"Féminin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";78
2017;"non permanents";"Féminin";"DOCT AVEC ENS";"Sciences";"Non précisé";1119
2017;"non permanents";"Féminin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";325
2017;"non permanents";"Féminin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";818
2017;"non permanents";"Féminin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";994
2017;"non permanents";"Féminin";"DOCT SANS ENS";"Pharmacie";"Non précisé";122
2017;"non permanents";"Féminin";"DOCT SANS ENS";"Sciences";"Non précisé";1773
2017;"non permanents";"Féminin";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";551
2017;"non permanents";"Féminin";"LECTEUR ET REP";"Non spécifiée";"Non précisé";23
2017;"non permanents";"Féminin";"LRU";"Droit, économie et gestion";"Non précisé";143
2017;"non permanents";"Féminin";"LRU";"Lettres et sciences humaines";"Non précisé";353
2017;"non permanents";"Féminin";"LRU";"Non spécifiée";"Non précisé";199
2017;"non permanents";"Féminin";"LRU";"Pharmacie";"Non précisé";4
2017;"non permanents";"Féminin";"LRU";"Sciences";"Non précisé";51
2017;"non permanents";"Féminin";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";103
2017;"non permanents";"Féminin";"MAITRE LANGUE";"Non spécifiée";"Non précisé";11
2017;"non permanents";"Féminin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";231
2017;"non permanents";"Féminin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";302
2017;"non permanents";"Féminin";"MCF ASS-INV";"Non spécifiée";"Non précisé";49
2017;"non permanents";"Féminin";"MCF ASS-INV";"Pharmacie";"Non précisé";14
2017;"non permanents";"Féminin";"MCF ASS-INV";"Sciences";"Non précisé";92
2017;"non permanents";"Féminin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";176
2017;"non permanents";"Féminin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";134
2017;"non permanents";"Féminin";"PR ASS-INV";"Non spécifiée";"Non précisé";29
2017;"non permanents";"Féminin";"PR ASS-INV";"Pharmacie";"Non précisé";20
2017;"non permanents";"Féminin";"PR ASS-INV";"Sciences";"Non précisé";56
2017;"non permanents";"Masculin";"ATER";"Droit, économie et gestion";"Non précisé";638
2017;"non permanents";"Masculin";"ATER";"Lettres et sciences humaines";"Non précisé";597
2017;"non permanents";"Masculin";"ATER";"Non spécifiée";"Non précisé";87
2017;"non permanents";"Masculin";"ATER";"Pharmacie";"Non précisé";27
2017;"non permanents";"Masculin";"ATER";"Sciences";"Non précisé";844
2017;"non permanents";"Masculin";"CONT 2D";"Droit, économie et gestion";"Non précisé";65
2017;"non permanents";"Masculin";"CONT 2D";"Lettres et sciences humaines";"Non précisé";261
2017;"non permanents";"Masculin";"CONT 2D";"Non spécifiée";"Non précisé";29
2017;"non permanents";"Masculin";"CONT 2D";"Sciences";"Non précisé";101
2017;"non permanents";"Masculin";"DOCT AVEC ENS";"Droit, économie et gestion";"Non précisé";450
2017;"non permanents";"Masculin";"DOCT AVEC ENS";"Lettres et sciences humaines";"Non précisé";646
2017;"non permanents";"Masculin";"DOCT AVEC ENS";"Non spécifiée";"Non précisé";694
2017;"non permanents";"Masculin";"DOCT AVEC ENS";"Pharmacie";"Non précisé";54
2017;"non permanents";"Masculin";"DOCT AVEC ENS";"Sciences";"Non précisé";2322
2017;"non permanents";"Masculin";"DOCT SANS ENS";"Droit, économie et gestion";"Non précisé";351
2017;"non permanents";"Masculin";"DOCT SANS ENS";"Lettres et sciences humaines";"Non précisé";540
2017;"non permanents";"Masculin";"DOCT SANS ENS";"Non spécifiée";"Non précisé";1044
2017;"non permanents";"Masculin";"DOCT SANS ENS";"Pharmacie";"Non précisé";97
2017;"non permanents";"Masculin";"DOCT SANS ENS";"Sciences";"Non précisé";2881
2017;"non permanents";"Masculin";"LECTEUR ET REP";"Lettres et sciences humaines";"Non précisé";263
2017;"non permanents";"Masculin";"LECTEUR ET REP";"Non spécifiée";"Non précisé";9
2017;"non permanents";"Masculin";"LRU";"Droit, économie et gestion";"Non précisé";163
2017;"non permanents";"Masculin";"LRU";"Lettres et sciences humaines";"Non précisé";189
2017;"non permanents";"Masculin";"LRU";"Non spécifiée";"Non précisé";209
2017;"non permanents";"Masculin";"LRU";"Pharmacie";"Non précisé";2
2017;"non permanents";"Masculin";"LRU";"Sciences";"Non précisé";168
2017;"non permanents";"Masculin";"MAITRE LANGUE";"Lettres et sciences humaines";"Non précisé";43
2017;"non permanents";"Masculin";"MAITRE LANGUE";"Non spécifiée";"Non précisé";1
2017;"non permanents";"Masculin";"MCF ASS-INV";"Droit, économie et gestion";"Non précisé";576
2017;"non permanents";"Masculin";"MCF ASS-INV";"Lettres et sciences humaines";"Non précisé";401
2017;"non permanents";"Masculin";"MCF ASS-INV";"Non spécifiée";"Non précisé";78
2017;"non permanents";"Masculin";"MCF ASS-INV";"Pharmacie";"Non précisé";29
2017;"non permanents";"Masculin";"MCF ASS-INV";"Sciences";"Non précisé";383
2017;"non permanents";"Masculin";"PR ASS-INV";"Droit, économie et gestion";"Non précisé";606
2017;"non permanents";"Masculin";"PR ASS-INV";"Lettres et sciences humaines";"Non précisé";282
2017;"non permanents";"Masculin";"PR ASS-INV";"Non spécifiée";"Non précisé";118
2017;"non permanents";"Masculin";"PR ASS-INV";"Pharmacie";"Non précisé";20
2017;"non permanents";"Masculin";"PR ASS-INV";"Sciences";"Non précisé";398
2017;"non permanents";"Non renseigné";"LRU";"Non spécifiée";"Non précisé";8
2017;"non permanents";"Non renseigné";"LRU";"Sciences";"Non précisé";1
2017;"non permanents";"Non renseigné";"MCF ASS-INV";"Non spécifiée";"Non précisé";9
2017;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"35 ans et moins";61
2017;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";597
2017;"titulaires";"Féminin";"AM2D";"Droit, économie et gestion";"56 ans et plus";159
2017;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";351
2017;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";2580
2017;"titulaires";"Féminin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";979
2017;"titulaires";"Féminin";"AM2D";"Non spécifiée";"35 ans et moins";42
2017;"titulaires";"Féminin";"AM2D";"Non spécifiée";"36 à 55 ans";129
2017;"titulaires";"Féminin";"AM2D";"Non spécifiée";"56 ans et plus";43
2017;"titulaires";"Féminin";"AM2D";"Sciences";"35 ans et moins";125
2017;"titulaires";"Féminin";"AM2D";"Sciences";"36 à 55 ans";744
2017;"titulaires";"Féminin";"AM2D";"Sciences";"56 ans et plus";171
2017;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"35 ans et moins";477
2017;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1864
2017;"titulaires";"Féminin";"MCF";"Droit, économie et gestion";"56 ans et plus";308
2017;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"35 ans et moins";616
2017;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";4382
2017;"titulaires";"Féminin";"MCF";"Lettres et sciences humaines";"56 ans et plus";975
2017;"titulaires";"Féminin";"MCF";"Médecine";"35 ans et moins";38
2017;"titulaires";"Féminin";"MCF";"Médecine";"36 à 55 ans";551
2017;"titulaires";"Féminin";"MCF";"Médecine";"56 ans et plus";121
2017;"titulaires";"Féminin";"MCF";"Odontologie";"35 ans et moins";15
2017;"titulaires";"Féminin";"MCF";"Odontologie";"36 à 55 ans";88
2017;"titulaires";"Féminin";"MCF";"Odontologie";"56 ans et plus";27
2017;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"35 ans et moins";19
2017;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"36 à 55 ans";155
2017;"titulaires";"Féminin";"MCF";"Personnel des grands établissements";"56 ans et plus";20
2017;"titulaires";"Féminin";"MCF";"Pharmacie";"35 ans et moins";91
2017;"titulaires";"Féminin";"MCF";"Pharmacie";"36 à 55 ans";504
2017;"titulaires";"Féminin";"MCF";"Pharmacie";"56 ans et plus";98
2017;"titulaires";"Féminin";"MCF";"Sciences";"35 ans et moins";655
2017;"titulaires";"Féminin";"MCF";"Sciences";"36 à 55 ans";4375
2017;"titulaires";"Féminin";"MCF";"Sciences";"56 ans et plus";529
2017;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"35 ans et moins";28
2017;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"36 à 55 ans";592
2017;"titulaires";"Féminin";"PR";"Droit, économie et gestion";"56 ans et plus";127
2017;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"35 ans et moins";1
2017;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"36 à 55 ans";935
2017;"titulaires";"Féminin";"PR";"Lettres et sciences humaines";"56 ans et plus";769
2017;"titulaires";"Féminin";"PR";"Médecine";"35 ans et moins";1
2017;"titulaires";"Féminin";"PR";"Médecine";"36 à 55 ans";499
2017;"titulaires";"Féminin";"PR";"Médecine";"56 ans et plus";292
2017;"titulaires";"Féminin";"PR";"Odontologie";"36 à 55 ans";28
2017;"titulaires";"Féminin";"PR";"Odontologie";"56 ans et plus";24
2017;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"36 à 55 ans";79
2017;"titulaires";"Féminin";"PR";"Personnel des grands établissements";"56 ans et plus";64
2017;"titulaires";"Féminin";"PR";"Pharmacie";"36 à 55 ans";147
2017;"titulaires";"Féminin";"PR";"Pharmacie";"56 ans et plus";70
2017;"titulaires";"Féminin";"PR";"Sciences";"35 ans et moins";2
2017;"titulaires";"Féminin";"PR";"Sciences";"36 à 55 ans";1063
2017;"titulaires";"Féminin";"PR";"Sciences";"56 ans et plus";400
2017;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"35 ans et moins";45
2017;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"36 à 55 ans";543
2017;"titulaires";"Masculin";"AM2D";"Droit, économie et gestion";"56 ans et plus";304
2017;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"35 ans et moins";191
2017;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"36 à 55 ans";1694
2017;"titulaires";"Masculin";"AM2D";"Lettres et sciences humaines";"56 ans et plus";871
2017;"titulaires";"Masculin";"AM2D";"Non spécifiée";"35 ans et moins";30
2017;"titulaires";"Masculin";"AM2D";"Non spécifiée";"36 à 55 ans";139
2017;"titulaires";"Masculin";"AM2D";"Non spécifiée";"56 ans et plus";83
2017;"titulaires";"Masculin";"AM2D";"Sciences";"35 ans et moins";215
2017;"titulaires";"Masculin";"AM2D";"Sciences";"36 à 55 ans";2037
2017;"titulaires";"Masculin";"AM2D";"Sciences";"56 ans et plus";734
2017;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"35 ans et moins";380
2017;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"36 à 55 ans";1736
2017;"titulaires";"Masculin";"MCF";"Droit, économie et gestion";"56 ans et plus";489
2017;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"35 ans et moins";396
2017;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"36 à 55 ans";3005
2017;"titulaires";"Masculin";"MCF";"Lettres et sciences humaines";"56 ans et plus";1002
2017;"titulaires";"Masculin";"MCF";"Médecine";"35 ans et moins";58
2017;"titulaires";"Masculin";"MCF";"Médecine";"36 à 55 ans";517
2017;"titulaires";"Masculin";"MCF";"Médecine";"56 ans et plus";146
2017;"titulaires";"Masculin";"MCF";"Odontologie";"35 ans et moins";12
2017;"titulaires";"Masculin";"MCF";"Odontologie";"36 à 55 ans";102
2017;"titulaires";"Masculin";"MCF";"Odontologie";"56 ans et plus";100
2017;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"35 ans et moins";27
2017;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"36 à 55 ans";209
2017;"titulaires";"Masculin";"MCF";"Personnel des grands établissements";"56 ans et plus";43
2017;"titulaires";"Masculin";"MCF";"Pharmacie";"35 ans et moins";47
2017;"titulaires";"Masculin";"MCF";"Pharmacie";"36 à 55 ans";357
2017;"titulaires";"Masculin";"MCF";"Pharmacie";"56 ans et plus";76
2017;"titulaires";"Masculin";"MCF";"Sciences";"35 ans et moins";1641
2017;"titulaires";"Masculin";"MCF";"Sciences";"36 à 55 ans";8079
2017;"titulaires";"Masculin";"MCF";"Sciences";"56 ans et plus";1297
2017;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"35 ans et moins";48
2017;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"36 à 55 ans";1083
2017;"titulaires";"Masculin";"PR";"Droit, économie et gestion";"56 ans et plus";475
2017;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"35 ans et moins";1
2017;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"36 à 55 ans";1253
2017;"titulaires";"Masculin";"PR";"Lettres et sciences humaines";"56 ans et plus";1319
2017;"titulaires";"Masculin";"PR";"Médecine";"35 ans et moins";2
2017;"titulaires";"Masculin";"PR";"Médecine";"36 à 55 ans";1623
2017;"titulaires";"Masculin";"PR";"Médecine";"56 ans et plus";1741
2017;"titulaires";"Masculin";"PR";"Odontologie";"35 ans et moins";1
2017;"titulaires";"Masculin";"PR";"Odontologie";"36 à 55 ans";27
2017;"titulaires";"Masculin";"PR";"Odontologie";"56 ans et plus";43
2017;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"35 ans et moins";1
2017;"titulaires";"Masculin";"PR";"Personnel des grands établissements";"36 à 55 ans";168
